sample-id	forward-absolute-filepath	reverse-absolute-filepath
FOB14-T0	/home/lohmanne/Qiime2/data/2/OB14IS-F_S7_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/OB14IS-F_S7_L001_R2_001.fastq.gz
FOB15-T6	/home/lohmanne/Qiime2/data/2/OB15FS-F_S27_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/OB15FS-F_S27_L001_R2_001.fastq.gz
FOB15-T12	/home/lohmanne/Qiime2/data/2/OB15FS2-F_S42_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/OB15FS2-F_S42_L001_R2_001.fastq.gz
FOB15-T0	/home/lohmanne/Qiime2/data/2/OB15IS-F_S8_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/OB15IS-F_S8_L001_R2_001.fastq.gz
FOB16-T12	/home/lohmanne/Qiime2/data/2/OB16FS2-F_S43_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/OB16FS2-F_S43_L001_R2_001.fastq.gz
FOB16-T0	/home/lohmanne/Qiime2/data/2/OB16IS-F_S9_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/OB16IS-F_S9_L001_R2_001.fastq.gz
FOB17-T6	/home/lohmanne/Qiime2/data/2/OB17FS-F_S28_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/OB17FS-F_S28_L001_R2_001.fastq.gz
FOB17-T12	/home/lohmanne/Qiime2/data/2/OB17FS2-F_S44_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/OB17FS2-F_S44_L001_R2_001.fastq.gz
FOB17-T0	/home/lohmanne/Qiime2/data/2/OB17IS-F_S10_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/OB17IS-F_S10_L001_R2_001.fastq.gz
FOB18-T6	/home/lohmanne/Qiime2/data/2/OB18FS-F_S29_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/OB18FS-F_S29_L001_R2_001.fastq.gz
FOB18-T12	/home/lohmanne/Qiime2/data/2/OB18FS2-F_S45_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/OB18FS2-F_S45_L001_R2_001.fastq.gz
FOB18-T0	/home/lohmanne/Qiime2/data/2/OB18IS-F_S11_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/OB18IS-F_S11_L001_R2_001.fastq.gz
FOB20-T0	/home/lohmanne/Qiime2/data/2/OB20IS-F_S12_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/OB20IS-F_S12_L001_R2_001.fastq.gz
FOB22-T6	/home/lohmanne/Qiime2/data/2/OB22FS-F_S30_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/OB22FS-F_S30_L001_R2_001.fastq.gz
FOB22-T12	/home/lohmanne/Qiime2/data/2/OB22FS2-F_S46_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/OB22FS2-F_S46_L001_R2_001.fastq.gz
FOB22-T0	/home/lohmanne/Qiime2/data/2/OB22IS-F_S13_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/OB22IS-F_S13_L001_R2_001.fastq.gz
FOB36-T0	/home/lohmanne/Qiime2/data/2/OB36IS-F_S35_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/OB36IS-F_S35_L001_R2_001.fastq.gz
F1529-T0	/home/lohmanne/Qiime2/data/2/1529-F_S97_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/1529-F_S97_L001_R2_001.fastq.gz
F1530-T0	/home/lohmanne/Qiime2/data/2/1530-F_S98_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/1530-F_S98_L001_R2_001.fastq.gz
F1631-T0	/home/lohmanne/Qiime2/data/2/1631-F_S99_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/1631-F_S99_L001_R2_001.fastq.gz
F1632-T0	/home/lohmanne/Qiime2/data/2/1632-F_S100_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/1632-F_S100_L001_R2_001.fastq.gz
F1529-T6	/home/lohmanne/Qiime2/data/2/1529FS-F_S101_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/1529FS-F_S101_L001_R2_001.fastq.gz
F1530-T6	/home/lohmanne/Qiime2/data/2/1530FS-F_S102_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/1530FS-F_S102_L001_R2_001.fastq.gz
F1631-T6	/home/lohmanne/Qiime2/data/2/1631FS-F_S103_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/1631FS-F_S103_L001_R2_001.fastq.gz
F1632-T6	/home/lohmanne/Qiime2/data/2/1632FS-F_S104_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/1632FS-F_S104_L001_R2_001.fastq.gz
S1529-T0	/home/lohmanne/Qiime2/data/2/1529-S_S105_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/1529-S_S105_L001_R2_001.fastq.gz
S1530-T0	/home/lohmanne/Qiime2/data/2/1530-S_S106_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/1530-S_S106_L001_R2_001.fastq.gz
S1631-T0	/home/lohmanne/Qiime2/data/2/1631-S_S107_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/1631-S_S107_L001_R2_001.fastq.gz
S1632-T0	/home/lohmanne/Qiime2/data/2/1632-S_S108_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/1632-S_S108_L001_R2_001.fastq.gz
S1529-T6	/home/lohmanne/Qiime2/data/2/1529FS-S_S109_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/1529FS-S_S109_L001_R2_001.fastq.gz
S1530-T6	/home/lohmanne/Qiime2/data/2/1530FS-S_S110_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/1530FS-S_S110_L001_R2_001.fastq.gz
S1631-T6	/home/lohmanne/Qiime2/data/2/1631FS-S_S111_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/1631FS-S_S111_L001_R2_001.fastq.gz
S1632-T6	/home/lohmanne/Qiime2/data/2/1632FS-S_S112_L001_R1_001.fastq.gz	/home/lohmanne/Qiime2/data/2/1632FS-S_S112_L001_R2_001.fastq.gz
